phecode	phenotype	sex	category	icd9_ukb_num	icd9_ukb	icd10_ukb_num	icd10_ukb
958	Certain early complications of trauma or procedure		injuries & poisonings	4	958.4, 958.7, 998.0, 998.6	8	T79.0, T79.1, T79.2, T79.3, T79.4, T79.5, T79.6, T79.8
958.1	Postoperative shock	Both	injuries & poisonings	1	998.0	1	T81.1
958.2	Traumatic and surgical subcutaneous emphysema	Both	injuries & poisonings	1	958.7	1	T79.7
960	Poisoning by antibiotics		injuries & poisonings	6	960.0, 960.3, 960.4, E930.0, V14.0, V14.1	11	T36.1, T36.2, T36.3, T36.4, T36.5, T36.6, T36.7, T36.8, T36.9, T37.1, Z88.1
960.1	Adverse effects of antibacterials (not penicillins)	Both	injuries & poisonings	2	960.3, 960.4	6	T36.1, T36.2, T36.3, T36.4, Y40.2, Y40.3
960.2	Allergy/adverse effect of penicillin	Both	injuries & poisonings	3	960.0, E930.0, V14.0	3	T36.0, Y40.0, Z88.0
961	Poisoning by other anti-infectives		injuries & poisonings	3	961.4, 961.9, E931.9	9	T37.2, T37.3, T37.5, T37.8, Y41.2, Y41.3, Y41.4, Y41.5, Z88.3
961.1	Poisoning/allergy of sulfonamides	Both	injuries & poisonings	3	961.0, E931.0, V14.2	3	T37.0, Y41.0, Z88.2
962	Poisoning by hormones and synthetic substitutes		injuries & poisonings	10	962.0, 962.2, 962.3, 962.7, 962.9, E932.0, E932.2, E932.3, E932.7, E932.8	9	T38.0, T38.1, T38.2, T38.3, T38.4, T38.5, T38.6, T38.7, Y42.2
962.1	Adrenal cortical steroids causing adverse effects in therapeutic use	Both	injuries & poisonings	2	962.0, E932.0	NA	NA
962.2	Insulins and antidiabetic agents causing adverse effects in therapeutic use	Both	injuries & poisonings	2	962.3, E932.3	NA	NA
962.3	Hormones and synthetic substitutes causing adverse effects in therapeutic use	Both	injuries & poisonings	5	962.2, 962.7, 962.9, E932.2, E932.7	7	T38.0, T38.5, T38.8, T38.9, T50.0, Y42.7, Y42.8
963	Poisoning by primarily systemic agents		injuries & poisonings	6	963.0, 963.1, 963.5, 963.9, E933.0, E933.1	7	T38.4, T45.0, T45.2, T45.3, T45.8, T45.9, Y43.0
963.1	Antineoplastic and immunosuppressive drugs causing adverse effects	Both	injuries & poisonings	2	963.1, E933.1	1	T45.1
964	Poisoning by agents primarily affecting blood constituents		injuries & poisonings	5	964.0, 964.2, 964.6, E934.2, E934.6	3	T45.4, T45.6, T45.8
964.1	Anticoagulants causing adverse effects	Both	injuries & poisonings	2	964.2, E934.2	2	T45.5, Y44.2
965	Poisoning by analgesics, antipyretics, and antirheumatics		injuries & poisonings	15	965.1, 965.4, 965.5, 965.6, 965.7, 965.8, 965.9, E850.3, E850.4, E850.5, E850.8, E935.4, E935.8, E980.0, V14.6	7	T39.1, T39.2, T39.3, T39.4, T39.8, T39.9, Z88.6
965.1	Opiates and related narcotics causing adverse effects in therapeutic use	Both	injuries & poisonings	5	965.0, E850.1, E850.2, E935.0, E935.1	1	Z88.5
965.2	Antirheumatics causing adverse effects in therapeutic use	Both	injuries & poisonings	1	965.6	NA	NA
965.3	Salicylates causing adverse effects in therapeutic use	Both	injuries & poisonings	2	965.1, E850.3	2	T39.0, Y45.1
966	Poisoning by anticonvulsants and anti-Parkinsonism drugs		injuries & poisonings	5	966.1, 966.3, E855.0, E936.1, E936.3	10	T42.0, T42.1, T42.2, T42.5, T42.6, T42.7, T42.8, Y46.0, Y46.2, Y46.7
967	Adverse effects of sedatives or other central nervous system depressants and anesthetics		injuries & poisonings	13	349.0, 967.0, 967.1, 967.8, 967.9, E852.8, E853.0, E853.2, E938.1, E938.4, E938.5, E938.7, E938.9	11	G97.1, T41.0, T41.2, T41.4, T41.5, T42.3, T88.2, Y46.3, Y48.2, Y48.3, Z88.4
969	Poisoning by psychotropic agents		injuries & poisonings	14	969.0, 969.1, 969.2, 969.4, 969.5, 969.6, 969.7, 970.9, 977.3, E854.0, E854.1, E854.2, E939.1, E939.2	21	T40.0, T40.2, T40.4, T40.5, T40.6, T40.7, T40.8, T40.9, T42.4, T43.0, T43.1, T43.2, T43.3, T43.4, T43.5, T43.6, T43.8, T43.9, Y49.9, Y50.0, Y57.3
971	Poisoning by drugs primarily affecting the autonomic nervous system		injuries & poisonings	2	971.1, E855.4	10	T44.0, T44.1, T44.2, T44.3, T44.4, T44.5, T44.6, T44.7, T44.8, T44.9
972	Poisoning by agents primarily affecting the cardiovascular system		injuries & poisonings	10	972.0, 972.1, 972.4, 972.6, 972.8, 972.9, E858.3, E942.0, E942.4, E942.6	11	T46.0, T46.1, T46.2, T46.3, T46.4, T46.5, T46.6, T46.7, T46.8, T46.9, Y52.9
972.1	Cardiac rhythm regulators causing adverse effects in therapeutic use	Both	injuries & poisonings	3	972.0, 972.1, E942.0	NA	NA
972.6	Antihypertensive agents causing adverse effects	Both	injuries & poisonings	2	972.6, E942.6	NA	NA
973	Poisoning by agents primarily affecting the gastrointestinal system		injuries & poisonings	4	973.0, 973.3, 973.9, E858.4	14	T47.0, T47.1, T47.2, T47.3, T47.4, T47.5, T47.6, T47.7, T47.8, T47.9, Y53.5, Y53.6, Y53.7, Y53.9
974	Poisoning by water, mineral, and uric acid metabolism drugs		injuries & poisonings	4	974.3, 974.4, 974.6, E944.4	7	T50.1, T50.2, T50.3, T50.4, Y54.2, Y54.5, Y54.6
975	Poisoning by agents primarily acting on the smooth and skeletal muscles and respiratory system		injuries & poisonings	7	975.1, 975.3, 975.5, 975.6, 975.7, E858.6, E945.2	11	T48.1, T48.2, T48.3, T48.4, T48.5, T48.6, Y55.0, Y55.1, Y55.3, Y55.4, Y55.5
976	Poisoning by agents primarily affecting skin & mucous membrane, ophthalmological, otorhinolaryngological, & dental drugs		injuries & poisonings	4	976.0, E946.0, E946.8, E946.9	13	T49.0, T49.1, T49.3, T49.4, T49.6, T49.7, T49.8, T49.9, Y56.1, Y56.2, Y56.3, Y56.4, Y56.7
977	Personal history of allergy to medicinal agents		injuries & poisonings	1	V14.8	NA	NA
979	Adverse drug events and drug allergies	Both	injuries & poisonings	5	977.8, 977.9, 995.2, E947.8, E947.9	15	T50.5, T50.6, T50.7, T50.8, T50.9, T63.2, T96, Y40.3, Y46.4, Y53.5, Y53.7, Y56.1, Y56.3, Y57.1, Y57.4
981	Toxic effect of (non-ethyl) alcohol and petroleum and other solvents		injuries & poisonings	5	980.2, 980.9, 982.8, E860.3, E862.4	13	T51.1, T51.2, T51.3, T51.8, T51.9, T52.0, T52.2, T52.3, T52.8, T52.9, T53.3, T53.4, T65.6
983	Toxic effect of corrosive aromatics, acids, and caustic alkalis		injuries & poisonings	4	983.2, 983.9, E864.3, E924.1	3	T54.2, T54.3, T54.9
985	Toxic effect of other metals		injuries & poisonings	NA	NA	4	T56.1, T56.5, T56.8, T56.9
986	Toxic effect of carbon monoxide		injuries & poisonings	2	E868.3, E868.9	1	T58
987	Toxic effect of other gases, fumes, or vapors		injuries & poisonings	2	987.8, 987.9	6	T59.1, T59.2, T59.4, T59.7, T59.8, T59.9
988	Toxic effect of noxious substances eaten as food		injuries & poisonings	1	988.8	8	T61.1, T61.2, T61.8, T61.9, T62.0, T62.2, T62.8, T62.9
989	Toxic effect of other substances, chiefly nonmedicinal as to source		injuries & poisonings	3	989.3, 989.4, 989.9	15	T55, T57.8, T59.2, T60.0, T60.2, T60.3, T60.4, T60.8, T60.9, T65.0, T65.2, T65.3, T65.6, T65.8, T65.9
990	Effects radiation NOS		injuries & poisonings	NA	NA	4	K52.0, N30.4, T66, Z92.3
994.2	Sepsis	Both	injuries & poisonings	NA	NA	2	A41.9, A42.7
1000	Burns	Both	NULL	NA	NA	81	T20.0, T20.1, T20.2, T20.3, T20.4, T20.5, T20.7, T21.0, T21.1, T21.2, T21.3, T21.6, T21.7, T22.0, T22.1, T22.2, T22.3, T22.4, T22.7, T23.0, T23.1, T23.2, T23.3, T23.4, T23.5, T23.6, T23.7, T24.0, T24.1, T24.2, T24.3, T24.4, T24.5, T24.6, T24.7, T25.0, T25.1, T25.2, T25.3, T25.4, T25.6, T25.7, T26.0, T26.1, T26.3, T26.4, T26.6, T26.8, T26.9, T27.0, T27.1, T27.2, T27.3, T27.7, T28.0, T28.1, T28.2, T28.6, T28.7, T29.0, T29.1, T29.2, T29.3, T29.4, T29.7, T30.0, T31.0, T31.1, T31.2, T31.3, T31.4, T31.6, T31.8, T32.0, T32.8, T95.0, T95.1, T95.2, T95.3, T95.8, T95.9
1001	Foreign body injury	Both	NULL	NA	NA	33	H05.5, H44.6, H44.7, M79.5, S05.4, S05.5, T15.0, T15.1, T15.8, T15.9, T16, T17.0, T17.1, T17.2, T17.3, T17.4, T17.5, T17.8, T17.9, T18.0, T18.1, T18.2, T18.3, T18.4, T18.5, T18.8, T18.9, T19.0, T19.1, T19.2, T19.3, T19.8, T19.9
1002	Symptoms concerning nutrition, metabolism, and development	Both	NULL	NA	NA	3	E43, R63.3, R63.4
1004	Other signs and symptoms involving emotional state	Both	NULL	NA	NA	4	R45.0, R45.3, R45.4, R45.8
1005	Other symptoms	Both	NULL	NA	NA	3	R52.1, R52.9, R68.8
1006	Crushing injury	Both	NULL	NA	NA	17	S07.0, S07.9, S28.0, S38.0, S47, S57.0, S57.8, S57.9, S67.0, S67.8, S77.1, S87.0, S97.0, S97.1, S97.8, T04.3, T92.6
1007	Injury to blood vessels	Both	NULL	NA	NA	56	S15.0, S15.1, S15.2, S15.3, S15.8, S15.9, S25.0, S25.1, S25.2, S25.3, S25.4, S25.8, S35.0, S35.1, S35.2, S35.4, S35.5, S35.8, S35.9, S45.0, S45.1, S45.8, S45.9, S55.0, S55.1, S55.2, S55.7, S55.8, S55.9, S65.0, S65.1, S65.2, S65.4, S65.5, S65.7, S65.8, S65.9, S75.0, S75.1, S75.7, S75.8, S75.9, S85.0, S85.1, S85.2, S85.4, S85.5, S85.8, S85.9, S95.0, S95.7, S95.8, S95.9, T11.4, T13.4, T14.5
1008	Crushing or internal injury to organs	Both	NULL	NA	NA	32	S21.1, S21.2, S26.0, S27.0, S27.1, S27.2, S27.3, S27.8, S27.9, S28.0, S31.1, S31.7, S36.0, S36.2, S36.3, S36.4, S36.5, S36.6, S36.8, S36.9, S37.0, S37.1, S37.2, S37.3, S37.6, S37.8, S37.9, S39.6, T01.9, T06.5, T91.4, T91.5
1009	Injury, NOS		NULL	NA	NA	132	O26.7, S06.8, S09.0, S09.1, S09.2, S09.7, S09.8, S09.9, S10.8, S12.7, S13.6, S16, S19.8, S19.9, S20.1, S20.3, S20.4, S20.8, S21.2, S23.5, S29.0, S29.7, S29.8, S29.9, S32.8, S33.3, S33.7, S35.8, S35.9, S38.1, S39.0, S39.7, S39.8, S39.9, S42.8, S43.3, S43.7, S45.8, S45.9, S46.7, S46.8, S46.9, S49.8, S49.9, S50.1, S56.0, S56.2, S56.3, S56.4, S56.5, S56.7, S56.8, S59.8, S59.9, S66.0, S66.1, S66.2, S66.3, S66.4, S66.5, S66.6, S66.7, S66.8, S66.9, S69.8, S69.9, S73.1, S76.0, S76.1, S76.2, S76.3, S76.4, S76.7, S79.7, S79.8, S79.9, S81.0, S81.7, S81.8, S81.9, S83.4, S83.5, S83.6, S83.7, S85.8, S85.9, S86.0, S86.1, S86.2, S86.3, S86.7, S86.8, S86.9, S87.8, S89.7, S89.8, S89.9, S90.3, S91.0, S93.6, S96.0, S96.1, S96.2, S96.7, S96.8, S96.9, S99.7, S99.8, S99.9, T00.8, T01.6, T01.8, T01.9, T02.8, T04.8, T05.8, T06.4, T07, T09.2, T09.5, T11.3, T11.5, T11.8, T11.9, T13.1, T14.9, T90.8, T90.9, V97.0, V97.1, V97.3, V97.8
1010	Other tests	Both	NULL	NA	NA	53	J11.8, L27.0, M65.3, R78.5, R84.0, R84.4, R84.5, R84.6, R84.7, R84.8, R85.0, R85.3, R85.4, R85.5, R85.6, R85.7, R85.8, R85.9, R87.0, R87.1, R87.3, R87.4, R87.5, R87.7, R87.8, R87.9, R89.0, R89.1, R89.3, R89.4, R89.5, R89.6, R89.7, R89.8, R89.9, R90.8, Z01.3, Z01.5, Z03.0, Z20.0, Z20.1, Z20.3, Z20.5, Z23.3, Z23.8, Z24.5, Z24.6, Z25.0, Z43.2, Z43.5, Z43.6, Z47.9, Z51.1
1011	Complications of surgical and medical procedures	Both	NULL	NA	NA	41	G03.8, G97.0, G97.2, H59.0, H59.8, H59.9, K23.8, N98.1, N98.2, N98.3, N98.8, N98.9, S57.8, S97.8, T80.0, T80.1, T80.2, T80.6, T80.8, T80.9, T81.6, T81.7, T81.8, T81.9, T88.0, T88.1, T88.4, T88.5, T88.6, T88.7, T88.8, T88.9, V39.5, V49, V49.0, V49.2, V49.6, Y62.1, Y65.2, Y65.5, Y84.3
1012	Late effect	Both	NULL	NA	NA	3	T79.9, T95.1, T95.3
1013	Asphyxia and hypoxemia	Both	NULL	NA	NA	2	R09.0, T71
1014	Effects of heat, cold and air pressure	Both	NULL	NA	NA	22	T33.7, T33.8, T33.9, T34.0, T34.6, T35.0, T35.4, T35.5, T35.7, T67.0, T67.1, T67.5, T67.8, T67.9, T69.0, T69.1, T69.8, T70.0, T70.1, T70.2, T70.3, T70.4
1015	Effects of other external causes	Both	NULL	NA	NA	16	T02.9, T63.2, T70.4, T73.0, T73.1, T73.3, T73.8, T73.9, T74.1, T75.1, T75.3, T75.4, T81.2, T81.3, T81.5, X58
1019	Other ill-defined and unknown causes of morbidity and mortality	Both	NULL	NA	NA	8	R46.0, R46.1, R46.2, R46.4, R46.5, R46.6, R46.8, R69
1100	Family history	Both	NULL	NA	NA	7	Z83.0, Z83.1, Z83.2, Z83.3, Z83.4, Z83.5, Z83.7
NA	NA	NA	NA	NA	NA	0	
